libelle_fr,libelle_ar,year,value,city,base_year
"Meubles, articles de ménage et entretien courant du foyer",الأثاث والأدوات المنزلية والصيانة العادية للمنزل,2018,105.0,beni_mellal,2006
Services hospitaliers,الخدمات الإستشفائية,2017,100.1,rabat,2006
Biens et services divers,مواد وخدمات اخرى,2018,131.2,kenitra,2006
Transport,النقل,2017,110.9,settat,2006
Enseignement,التعليم,2018,117.7,beni_mellal,2006
Entretien et réparation des logements,صيانة وإصلاح المساكن,2018,106.1,kenitra,2006
Communications,المواصلات,2017,70.4,dakhla,2006
Boissons non alcoolisées,المشروبات غير الكحولية,2017,113.2,guelmim,2006
Articles d'habillement et chaussures,الملابس والأحذية,2018,106.3,agadir,2006
Biens et services divers,مواد وخدمات اخرى,2016,105.9,casablanca,2006
Communications,المواصلات,2016,60.3,tetouan,2006
"Autres articles et matériel de loisirs, de jardinageet animaux de compagnie",مواد ومعدات أخرى للترفيه والبستنةوالحيوانات الأليفة,2017,107.5,safi,2006
"Logement, eau, électricité, gaz et autres combustibles",السكن والماء والكهرباء والغاز ومحروقات أخرى,2017,108.2,settat,2006
Enseignement,التعليم,2016,121.7,safi,2006
Enseignement,التعليم,2019,102.6,errachidia,2017
Transport,النقل,2017,116.2,dakhla,2006
Autres services,خدمات أخرى,2019,115.4,al_hoceima,2017
Articles d'habillement et chaussures,الملابس والأحذية,2017,118.1,oujda,2006
Autres services,خدمات أخرى,2019,105.9,dakhla,2017
Produits alimentaires et boissons non alcoolisées,المواد الغذائية والمشروبات غير الكحولية,2020,102.1,beni_mellal,2017
Services ambulatoires,الخدمات الإسعافية,2018,121.3,settat,2006
Services de transport,خدمات النقل,2020,101.3,dakhla,2017
Alimentation en eau et services divers liés au logement,التزويد بالماء وخدمات مختلفة متعلقة بالسكن,2018,100.0,errachidia,2017
"Journaux, livres et articles de papeterie",الصحف والكتب والمواد الورقية,2018,135.2,tanger,2006
"Logement, eau, électricité, gaz et autres combustibles",السكن والماء والكهرباء والغاز ومحروقات أخرى,2017,118.5,casablanca,2006
Entretien et réparation des logements,صيانة وإصلاح المساكن,2021,115.5,casablanca,2017
Enseignement non défini par niveau,التعليم غير المحدد بالمستوى,2017,100.0,settat,2006
Transport,النقل,2017,109.3,agadir,2006
Autres services,خدمات أخرى,2020,114.9,al_hoceima,2017
Services de téléphonie et de télécopie,خدمات الهاتف والفاكس,2019,105.6,kenitra,2017
Matériel de téléphonie et de télécopie,معدات الهاتف والفاكس,2020,100.0,marrakech,2017
Dépenses d'utilisation des véhicules,نفقات استعمال العربات,2019,102.1,agadir,2017
Indice général,الرقم الإستدلالي العام,2018,101.2,errachidia,2017
Santé,الصحة,2016,102.7,meknes,2006
Enseignement,التعليم,2018,148.0,agadir,2006
Biens et services liés à l'entretien courant du foyer,مواد وخدمات متعلقة بالصيانة المنزلية,2018,98.8,al_hoceima,2017
"Verrerie, vaisselle et ustensiles de ménage",مواد زجاجية، أواني وأدوات منزلية,2016,100.9,safi,2006
Autres services,خدمات أخرى,2016,100.0,agadir,2006
"Journaux, livres et articles de papeterie",الصحف والكتب والمواد الورقية,2018,109.0,dakhla,2006
Chaussures,الأحذية,2016,123.2,kenitra,2006
Services hospitaliers,الخدمات الإستشفائية,2019,99.3,casablanca,2017
"Autres articles et matériel de loisirs, de jardinageet animaux de compagnie",مواد ومعدات أخرى للترفيه والبستنةوالحيوانات الأليفة,2018,98.9,oujda,2006
Autres biens durables à fonction  récréative et culturelle,مواد أخرى مستدامة ذات وظيفة إبداعية وثقافية,2018,99.6,marrakech,2017
Biens et services divers,مواد وخدمات اخرى,2016,112.6,settat,2006
Enseignement non défini par niveau,التعليم غير المحدد بالمستوى,2018,100.0,fes,2006
Services de transport,خدمات النقل,2017,118.0,agadir,2006
Biens et services liés à l'entretien courant du foyer,مواد وخدمات متعلقة بالصيانة المنزلية,2016,115.0,tanger,2006
Variation (en %),نسبة التغـيـر (%),2018,2.1,fes,2017
Enseignement supérieur,التعليم العالي,2016,100.0,safi,2006
Services de téléphonie et de télécopie,خدمات الهاتف والفاكس,2021,103.7,agadir,2017
"Logement, eau, électricité, gaz et autres combustibles",السكن والماء والكهرباء والغاز ومحروقات أخرى,2017,106.1,al_hoceima,2006
Enseignement,التعليم,2021,100.2,beni_mellal,2017
Enseignement secondaire,التعليم الثانوي,2020,100.0,dakhla,2017
"Journaux, livres et articles de papeterie",الصحف والكتب والمواد الورقية,2018,100.4,fes,2017
Services hospitaliers,الخدمات الإستشفائية,2018,110.2,meknes,2006
Boissons alcoolisées et tabac,المشروبات الكحولية و التبغ,2019,119.9,casablanca,2017
Enseignement supérieur,التعليم العالي,2017,125.0,oujda,2006
Services ambulatoires,الخدمات الإسعافية,2018,101.0,agadir,2017
Boissons alcoolisées et tabac,المشروبات الكحولية و التبغ,2017,124.0,tetouan,2006
Achat de véhicules,شراء العربات,2021,106.9,al_hoceima,2017
Services de restauration,خدمات المطاعم,2018,104.0,dakhla,2017
Boissons alcoolisées,المشروبات الكحولية,2018,103.8,casablanca,2017
Restaurants et hôtels,مطاعم وفنادق,2018,104.0,dakhla,2017
Dépenses d'utilisation des véhicules,نفقات استعمال العربات,2018,104.1,al_hoceima,2017
Produits alimentaires et boissons non alcoolisées,المواد الغذائية والمشروبات غير الكحولية,2020,100.9,marrakech,2017
Autres services,خدمات أخرى,2016,100.0,safi,2006
"Logement, eau, électricité, gaz et autres combustibles",السكن والماء والكهرباء والغاز ومحروقات أخرى,2018,111.1,tanger,2006
"Meubles, articles d'ameublement, tapis et autres revetements de sol",الأثاث ومواد التأثيث والزرابي وأفرشة أرضية أخرى,2021,105.7,dakhla,2017
Autres services,خدمات أخرى,2018,102.7,errachidia,2017
Articles d'habillement,الملابس,2018,101.3,kenitra,2017
Achat de véhicules,شراء العربات,2021,121.9,beni_mellal,2017
Enseignement préélémentaire et primaire,التعليم ما قبل الإبتدائي والإبتدائي,2019,107.7,errachidia,2017
Articles de ménage en textiles,مواد منزلية من النسيج,2018,101.0,safi,2006
Articles d'habillement et chaussures,الملابس والأحذية,2020,101.5,beni_mellal,2017
Enseignement supérieur,التعليم العالي,2021,100.0,kenitra,2017
"Verrerie, vaisselle et ustensiles de ménage",مواد زجاجية، أواني وأدوات منزلية,2018,101.0,beni_mellal,2017
Produits alimentaires et boissons non alcoolisées,المواد الغذائية والمشروبات غير الكحولية,2018,103.4,guelmim,2017
services de restauration,خدمات المطاعم,2016,117.0,marrakech,2006
Biens et services liés à l'entretien courant du foyer,مواد وخدمات متعلقة بالصيانة المنزلية,2017,123.7,al_hoceima,2006
Enseignement non défini par niveau,التعليم غير المحدد بالمستوى,2019,100.0,errachidia,2017
Transport,النقل,2016,114.9,meknes,2006
Tabac,التبغ,2020,122.1,guelmim,2017
Boissons alcoolisées,المشروبات الكحولية,2018,100.0,fes,2017
Biens et services liés à l'entretien courant du foyer,مواد وخدمات متعلقة بالصيانة المنزلية,2018,99.7,casablanca,2017
Autres services,خدمات أخرى,2017,100.0,safi,2006
"Meubles, articles d'ameublement, tapis et autres revetements de sol",الأثاث ومواد التأثيث والزرابي وأفرشة أرضية أخرى,2018,100.7,errachidia,2017
"Electricité, gaz et autres combustibles",الكهرباء والغاز ومحروقات أخرى,2017,119.2,casablanca,2006
Services de restauration,خدمات المطاعم,2020,108.4,fes,2017
Boissons non alcoolisées,المشروبات غير الكحولية,2018,98.7,agadir,2017
Effets personnels non classés ailleurs,أدوات شخصية غير مصنفة في مكان آخر,2019,104.5,kenitra,2017
"Verrerie, vaisselle et ustensiles de ménage",مواد زجاجية، أواني وأدوات منزلية,2016,105.6,settat,2006
"Electricité, gaz et autres combustibles",الكهرباء والغاز ومحروقات أخرى,2018,112.5,beni_mellal,2006
Articles d'habillement et chaussures,الملابس والأحذية,2018,112.6,kenitra,2006
Enseignement secondaire,التعليم الثانوي,2018,167.6,settat,2006
Dépenses d'utilisation des véhicules,نفقات استعمال العربات,2016,113.8,kenitra,2006
Boissons alcoolisées,المشروبات الكحولية,2017,138.0,tanger,2006
Tabac,التبغ,2018,137.4,guelmim,2006
Services hospitaliers,الخدمات الإستشفائية,2018,114.8,settat,2006
Boissons alcoolisées et tabac,المشروبات الكحولية و التبغ,2017,123.6,oujda,2006
"Journaux, livres et articles de papeterie",الصحف والكتب والمواد الورقية,2016,111.1,settat,2006
Indice général,الرقم الإستدلالي العام,2016,117.4,dakhla,2006
Enseignement postsecondaire non supérieur,التعليم ما بعد المرحلة الثانوية غير العالي,2018,149.0,fes,2006
Services postaux,خدمات بريدية,2018,128.9,meknes,2006
Restaurants et hôtels,مطاعم وفنادق,2018,144.0,meknes,2006
Articles de ménage en textiles,مواد منزلية من النسيج,2018,103.6,marrakech,2017
"Produits, appareils et matériels médicaux",مواد وأجهزة ومعدات طبية,2021,97.4,marrakech,2017
Soins corporels,العناية بالجسد,2017,114.9,guelmim,2006
Services postaux,خدمات بريدية,2018,100.0,fes,2017
Autres services,خدمات أخرى,2016,100.0,tanger,2006
Enseignement,التعليم,2019,100.2,dakhla,2017
Tabac,التبغ,2017,124.0,al_hoceima,2006
Enseignement non défini par niveau,التعليم غير المحدد بالمستوى,2016,124.3,tetouan,2006
Services ambulatoires,الخدمات الإسعافية,2016,120.5,settat,2006
Loisirs et culture,الترفيه والثقافة,2018,106.4,marrakech,2006
Forfaits touristiques,الواجبات السياحية الجزافية,2016,100.0,dakhla,2006
Articles d'habillement,الملابس,2016,116.5,oujda,2006
Produits alimentaires,المواد الغذائية,2018,102.3,casablanca,2017
Produits alimentaires et boissons non alcoolisées,المواد الغذائية والمشروبات غير الكحولية,2019,103.9,guelmim,2017
Biens et services divers,مواد وخدمات اخرى,2016,106.3,tanger,2006
Biens et services liés à l'entretien courant du foyer,مواد وخدمات متعلقة بالصيانة المنزلية,2018,113.9,beni_mellal,2006
Enseignement supérieur,التعليم العالي,2021,106.7,casablanca,2017
Boissons alcoolisées,المشروبات الكحولية,2016,124.8,al_hoceima,2006
Biens et services divers,مواد وخدمات اخرى,2021,103.7,errachidia,2017
Loisirs et culture,الترفيه والثقافة,2019,96.6,al_hoceima,2017
"Electricité, gaz et autres combustibles",الكهرباء والغاز ومحروقات أخرى,2017,113.5,settat,2006
Articles de ménage en textiles,مواد منزلية من النسيج,2016,97.5,tanger,2006
Autres services,خدمات أخرى,2016,100.0,beni_mellal,2006
"Meubles, articles de ménage et entretien courant du foyer",الأثاث والأدوات المنزلية والصيانة العادية للمنزل,2020,101.6,beni_mellal,2017
